date,direction,callsign_icao,flight_iata,airline,origin_icao,destination_icao,scheduled_utc,actual_utc,opensky_firstseen_utc,opensky_lastseen_utc,delay_minutes,avs_delay_minutes,status,terminal,gate,icao24,data_quality_delta_min,quality_flags
2026-07-21,dep,THY2354,TK2354,Turkish Airlines,LTFM,LTBJ,2026-07-20T23:00:00+00:00,2026-07-20T23:10:00+00:00,,,10,,landed,,G6B,,,unconfirmed_movement
2026-07-21,dep,THY2192,TK2192,Turkish Airlines,LTFM,LTAC,2026-07-20T23:00:00+00:00,2026-07-20T23:08:00+00:00,,,8,,landed,,G8A,,,unconfirmed_movement
2026-07-21,dep,THY770,TK770,Turkish Airlines,LTFM,OKKK,2026-07-20T23:00:00+00:00,,,,,,cancelled,,,,,
2026-07-21,dep,THY814,TK814,Turkish Airlines,LTFM,OJAI,2026-07-20T23:00:00+00:00,2026-07-20T23:15:00+00:00,,,15,,active,,F1B,,,unconfirmed_movement
2026-07-21,dep,THY732,TK732,Turkish Airlines,LTFM,VCBI,2026-07-20T23:00:00+00:00,2026-07-20T23:17:00+00:00,,,17,,landed,,D7,,,unconfirmed_movement
2026-07-21,dep,THY68,TK68,Turkish Airlines,LTFM,VTBS,2026-07-20T23:00:00+00:00,2026-07-20T23:18:00+00:00,,,18,,landed,,D12,,,unconfirmed_movement
2026-07-21,dep,THY2528,TK2528,Turkish Airlines,LTFM,LTFE,2026-07-20T22:55:00+00:00,,,,,,cancelled,,,,,
2026-07-21,dep,THY2480,TK2480,Turkish Airlines,LTFM,LTDB,2026-07-20T22:55:00+00:00,2026-07-20T23:02:00+00:00,,,7,,landed,,G8B,,,unconfirmed_movement
2026-07-21,dep,THY2042,TK2042,Turkish Airlines,LTFM,LTAN,2026-07-20T22:55:00+00:00,2026-07-20T23:03:00+00:00,,,8,,landed,,G6A,,,unconfirmed_movement
2026-07-21,dep,THY692,TK692,Turkish Airlines,LTFM,HECA,2026-07-20T22:55:00+00:00,2026-07-20T23:10:00+00:00,,,15,,landed,,A5,,,unconfirmed_movement
2026-07-21,dep,THY646,TK646,Turkish Airlines,LTFM,HCMM,2026-07-20T22:55:00+00:00,2026-07-20T23:15:00+00:00,,,20,,active,,A8B,,,unconfirmed_movement
2026-07-21,dep,THY54,TK54,Turkish Airlines,LTFM,WSSS,2026-07-20T22:55:00+00:00,2026-07-20T23:11:00+00:00,,,16,,landed,,D16,,,unconfirmed_movement
2026-07-21,dep,THY376,TK376,Turkish Airlines,LTFM,UGTB,2026-07-20T22:50:00+00:00,2026-07-20T23:07:00+00:00,,,17,,active,,B2,,,unconfirmed_movement
2026-07-21,dep,THY2704,TK2704,Turkish Airlines,LTFM,LTCE,2026-07-21T03:05:00+00:00,2026-07-21T03:19:00+00:00,,,14,,landed,,G1E,,,unconfirmed_movement
2026-07-21,dep,THY2454,TK2454,Turkish Airlines,LTFM,LTDB,2026-07-21T03:05:00+00:00,2026-07-21T03:21:00+00:00,,,16,,landed,,G1G,,,unconfirmed_movement
2026-07-21,dep,THY2816,TK2816,Turkish Airlines,LTFM,LTCG,2026-07-21T03:00:00+00:00,2026-07-21T03:08:00+00:00,,,8,,landed,,G11A,,,unconfirmed_movement
2026-07-21,dep,THY2630,TK2630,Turkish Airlines,LTFM,LTAT,2026-07-21T03:00:00+00:00,2026-07-21T03:07:00+00:00,,,7,,landed,,G5A,,,unconfirmed_movement
2026-07-21,dep,THY2602,TK2602,Turkish Airlines,LTFM,LTCC,2026-07-21T03:00:00+00:00,2026-07-21T03:12:00+00:00,,,12,,landed,,G9A,,,unconfirmed_movement
2026-07-21,dep,THY2642,TK2642,Turkish Airlines,LTFM,LTCA,2026-07-21T03:00:00+00:00,2026-07-21T03:10:00+00:00,,,10,,landed,,G5B,,,unconfirmed_movement
2026-07-21,dep,THY2116,TK2116,Turkish Airlines,LTFM,LTAC,2026-07-21T03:00:00+00:00,2026-07-21T03:17:00+00:00,,,17,,landed,,G1H,,,unconfirmed_movement
2026-07-21,dep,KLM1958,KL1958,KLM,LTFM,EHAM,2026-07-21T03:00:00+00:00,2026-07-21T03:11:00+00:00,,,11,,landed,,B3A,,,unconfirmed_movement
2026-07-21,dep,UZB282,HY282,Uzbekistan Airways,LTFM,UZTT,2026-07-21T03:00:00+00:00,2026-07-21T03:08:00+00:00,,,8,,landed,,D15,,,unconfirmed_movement
2026-07-21,dep,DLH1305,LH1305,Lufthansa,LTFM,EDDF,2026-07-21T02:40:00+00:00,2026-07-21T03:20:00+00:00,,,40,,landed,,F03B,,,unconfirmed_movement
2026-07-21,dep,IAW254,IA254,Iraqi Airways,LTFM,ORKK,2026-07-21T02:15:00+00:00,,,,,,active,,F9B,,,unconfirmed_movement
2026-07-21,dep,THY2806,TK2806,Turkish Airlines,LTFM,LTFH,2026-07-21T03:25:00+00:00,2026-07-21T03:34:00+00:00,,,9,,landed,,G8A,,,unconfirmed_movement
2026-07-21,dep,THY2242,TK2242,Turkish Airlines,LTFM,LTCS,2026-07-21T03:25:00+00:00,2026-07-21T03:49:00+00:00,,,24,,active,,G1D,,,unconfirmed_movement
2026-07-21,dep,THY2220,TK2220,Turkish Airlines,LTFM,LTAJ,2026-07-21T03:25:00+00:00,2026-07-21T03:52:00+00:00,,,27,,active,,G7A,,,unconfirmed_movement
2026-07-21,dep,THY2000,TK2000,Turkish Airlines,LTFM,LTAZ,2026-07-21T03:25:00+00:00,2026-07-21T03:31:00+00:00,,,6,,landed,,G3G,,,unconfirmed_movement
2026-07-21,dep,GFA46,GF46,Gulf Air,LTFM,OBBI,2026-07-21T03:25:00+00:00,2026-07-21T03:33:00+00:00,,,8,,landed,1,C4,,,unconfirmed_movement
2026-07-21,dep,TRA3413,HV3413,Transavia,LTFM,LFPO,2026-07-21T01:00:00+00:00,2026-07-21T01:15:00+00:00,,,15,,landed,,A5A,,,unconfirmed_movement
2026-07-21,dep,THY3460,TK3460,Turkish Airlines,LTFM,GLRB,2026-07-20T23:20:00+00:00,2026-07-21T00:02:00+00:00,,,42,,landed,,,,,unconfirmed_movement
2026-07-21,dep,THY6929,TK6929,Turkish Airlines,LTFM,LBSF,2026-07-20T21:30:00+00:00,2026-07-20T21:50:00+00:00,,,20,,landed,,D3,,,unconfirmed_movement
2026-07-21,dep,AXV9215,,AVA Airlines,LTFM,OIIE,2026-07-21T05:45:00+00:00,2026-07-21T06:57:00+00:00,,,72,,scheduled,,,,,unconfirmed_movement
2026-07-21,dep,THY35,TK35,Turkish Airlines,LTFM,CYUL,2026-07-21T12:05:00+00:00,2026-07-21T12:26:00+00:00,,,21,,active,,D8,,,unconfirmed_movement
2026-07-21,dep,THY2158,TK2158,Turkish Airlines,LTFM,LTAC,2026-07-21T12:00:00+00:00,2026-07-21T12:35:00+00:00,,,35,,active,,G1F,,,unconfirmed_movement
2026-07-21,dep,THY1753,TK1753,Turkish Airlines,LTFM,ENGM,2026-07-21T12:00:00+00:00,2026-07-21T12:15:00+00:00,,,15,,landed,,F3B,,,unconfirmed_movement
2026-07-21,dep,THY653,TK653,Turkish Airlines,LTFM,DAAG,2026-07-21T12:00:00+00:00,2026-07-21T12:28:00+00:00,,,28,,active,,F5B,,,unconfirmed_movement
2026-07-21,dep,THY203,TK203,Turkish Airlines,LTFM,KSEA,2026-07-21T12:00:00+00:00,2026-07-21T12:32:00+00:00,,,32,,active,,A11,,,unconfirmed_movement
2026-07-21,dep,THY75,TK75,Turkish Airlines,LTFM,CYVR,2026-07-21T12:00:00+00:00,2026-07-21T12:25:00+00:00,,,25,,active,,D11,,,unconfirmed_movement
2026-07-21,dep,THY205,TK205,Turkish Airlines,LTFM,KDTW,2026-07-21T11:55:00+00:00,2026-07-21T12:17:00+00:00,,,22,,active,,D9,,,unconfirmed_movement
2026-07-21,dep,THY6236,TK6236,Turkish Airlines,LTFM,OEJN,2026-07-21T11:50:00+00:00,,,,,,active,,,,,unconfirmed_movement
2026-07-21,dep,THY201,TK201,Turkish Airlines,LTFM,KDEN,2026-07-21T11:45:00+00:00,2026-07-21T12:36:00+00:00,,,51,,active,,A1K,,,unconfirmed_movement
2026-07-21,dep,THY191,TK191,Turkish Airlines,LTFM,KDFW,2026-07-21T11:45:00+00:00,2026-07-21T12:21:00+00:00,,,36,,active,,A5,,,unconfirmed_movement
2026-07-21,dep,THY5,TK5,Turkish Airlines,LTFM,KORD,2026-07-21T11:45:00+00:00,2026-07-21T12:02:00+00:00,,,17,,active,,A3,,,unconfirmed_movement
2026-07-21,dep,IRB9711,B99711,Iran Airtour,LTFM,OIIE,2026-07-21T11:40:00+00:00,2026-07-21T12:07:00+00:00,,,27,,active,,B10,,,unconfirmed_movement
2026-07-21,dep,MEA264,ME264,MEA,LTFM,OLBA,2026-07-21T11:35:00+00:00,2026-07-21T11:58:00+00:00,,,23,,active,,F9B,,,unconfirmed_movement
2026-07-21,dep,THY2024,TK2024,Turkish Airlines,LTFM,LTAU,2026-07-21T11:35:00+00:00,2026-07-21T11:55:00+00:00,,,20,,active,,G4B,,,unconfirmed_movement
2026-07-21,dep,THY1243,TK1243,Turkish Airlines,LTFM,EGSS,2026-07-21T11:35:00+00:00,2026-07-21T12:43:00+00:00,,,68,,active,,A1A,,,unconfirmed_movement
2026-07-21,dep,THY415,TK415,Turkish Airlines,LTFM,UUWW,2026-07-21T11:35:00+00:00,2026-07-21T11:56:00+00:00,,,21,,active,,A1H,,,unconfirmed_movement
2026-07-21,dep,THY2750,TK2750,Turkish Airlines,LTFM,LTCI,2026-07-21T11:30:00+00:00,2026-07-21T11:49:00+00:00,,,19,,active,,G7A,,,unconfirmed_movement
2026-07-21,dep,THY2694,TK2694,Turkish Airlines,LTFM,LTCK,2026-07-21T11:30:00+00:00,2026-07-21T11:48:00+00:00,,,18,,active,,G10B,,,unconfirmed_movement
2026-07-21,dep,THY1997,TK1997,Turkish Airlines,LTFM,EGKK,2026-07-21T11:30:00+00:00,2026-07-21T11:45:00+00:00,,,15,,landed,,F8B,,,unconfirmed_movement
2026-07-21,dep,THY9,TK9,Turkish Airlines,LTFM,KLAX,2026-07-21T11:30:00+00:00,,,,,,active,,D15,,,unconfirmed_movement
2026-07-21,dep,CSN8066,CZ8066,China Southern Airlines,LTFM,ZGGG,2026-07-21T11:20:00+00:00,2026-07-21T11:33:00+00:00,,,13,,active,,F16,,,unconfirmed_movement
2026-07-21,dep,THY2034,TK2034,Turkish Airlines,LTFM,LTAN,2026-07-21T11:15:00+00:00,2026-07-21T11:25:00+00:00,,,10,,landed,,G4A,,,unconfirmed_movement
2026-07-21,dep,THY33,TK33,Turkish Airlines,LTFM,KIAH,2026-07-21T11:15:00+00:00,2026-07-21T11:41:00+00:00,,,26,,active,,D13,,,unconfirmed_movement
2026-07-21,dep,THY2740,TK2740,Turkish Airlines,LTFM,LTCO,2026-07-21T11:10:00+00:00,2026-07-21T11:36:00+00:00,,,26,,active,,G1H,,,unconfirmed_movement
2026-07-21,dep,THY2614,TK2614,Turkish Airlines,LTFM,LTCC,2026-07-21T11:10:00+00:00,2026-07-21T11:20:00+00:00,,,10,,active,,G9B,,,unconfirmed_movement
2026-07-21,dep,THY1,TK1,Turkish Airlines,LTFM,KJFK,2026-07-21T11:10:00+00:00,2026-07-21T11:36:00+00:00,,,26,,active,,D10,,,unconfirmed_movement
2026-07-21,dep,ABY322,G9322,Air Arabia,LTFM,OMSJ,2026-07-21T11:10:00+00:00,2026-07-21T11:45:00+00:00,,,35,,active,,C3,,,unconfirmed_movement
2026-07-21,dep,TAH501,6K501,Air Anka,LTFM,HLLM,2026-07-20T21:30:00+00:00,2026-07-20T22:56:00+00:00,,,86,15,active,,A7,,,unconfirmed_movement
2026-07-21,dep,THY2312,TK2312,Turkish Airlines,LTFM,LTBJ,2026-07-21T05:00:00+00:00,2026-07-21T05:34:00+00:00,,,34,8,landed,,G1A,,,unconfirmed_movement
2026-07-21,dep,THY2126,TK2126,Turkish Airlines,LTFM,LTAC,2026-07-21T05:00:00+00:00,2026-07-21T05:08:00+00:00,,,8,,active,,G1C,,,unconfirmed_movement
2026-07-21,dep,THY1073,TK1073,Turkish Airlines,LTFM,LATI,2026-07-21T05:00:00+00:00,2026-07-21T05:26:00+00:00,,,26,,landed,,D3,,,unconfirmed_movement
2026-07-21,dep,THY401,TK401,Turkish Airlines,LTFM,ULLI,2026-07-21T05:00:00+00:00,2026-07-21T05:17:00+00:00,,,17,,landed,,F3B,,,unconfirmed_movement
2026-07-21,dep,THY179,TK179,Turkish Airlines,LTFM,KLAX,2026-07-21T05:00:00+00:00,2026-07-21T05:19:00+00:00,,,19,12,landed,,D10,,,unconfirmed_movement
2026-07-21,dep,THY651,TK651,Turkish Airlines,LTFM,DAAG,2026-07-21T04:55:00+00:00,2026-07-21T05:18:00+00:00,,,23,,landed,,F12A,,,unconfirmed_movement
2026-07-21,dep,THY1315,TK1315,Turkish Airlines,LTFM,LEBB,2026-07-21T04:50:00+00:00,2026-07-21T05:06:00+00:00,,,16,,landed,,A4E,,,unconfirmed_movement
2026-07-21,dep,THY1085,TK1085,Turkish Airlines,LTFM,LYPG,2026-07-21T04:50:00+00:00,2026-07-21T05:03:00+00:00,,,13,,landed,,F1B,,,unconfirmed_movement
2026-07-21,dep,THY269,TK269,Turkish Airlines,LTFM,LUKK,2026-07-21T04:45:00+00:00,2026-07-21T04:55:00+00:00,,,10,,active,,B5B,,,unconfirmed_movement
2026-07-21,dep,THY1923,TK1923,Turkish Airlines,LTFM,LFSB,2026-07-21T04:40:00+00:00,2026-07-21T04:56:00+00:00,,,16,1,landed,,B8B,,,unconfirmed_movement
2026-07-21,dep,THY1013,TK1013,Turkish Airlines,LTFM,LRTR,2026-07-21T04:40:00+00:00,2026-07-21T04:53:00+00:00,,,13,,landed,,A11B,,,unconfirmed_movement
2026-07-21,dep,THY639,TK639,Turkish Airlines,LTFM,HLLM,2026-07-21T04:35:00+00:00,2026-07-21T04:54:00+00:00,,,19,,landed,,F13B,,,unconfirmed_movement
2026-07-21,dep,THY1761,TK1761,Turkish Airlines,LTFM,EFHK,2026-07-21T04:30:00+00:00,2026-07-21T04:58:00+00:00,,,28,,landed,,B2,,,unconfirmed_movement
2026-07-21,dep,THY1053,TK1053,Turkish Airlines,LTFM,LDZA,2026-07-21T04:30:00+00:00,2026-07-21T04:43:00+00:00,,,13,,landed,,F3A,,,unconfirmed_movement
2026-07-21,dep,THY1071,TK1071,Turkish Airlines,LTFM,LBWN,2026-07-21T04:30:00+00:00,2026-07-21T04:44:00+00:00,,,14,,landed,,A1D,,,unconfirmed_movement
2026-07-21,dep,AFL2171,SU2171,Aeroflot,LTFM,UUEE,2026-07-21T04:30:00+00:00,2026-07-21T05:12:00+00:00,,,42,1,,,C4,,,unconfirmed_movement
2026-07-21,dep,THY1937,TK1937,Turkish Airlines,LTFM,EBBR,2026-07-21T04:25:00+00:00,2026-07-21T04:39:00+00:00,,,14,,landed,,B10,,,unconfirmed_movement
2026-07-21,dep,THY2556,TK2556,Turkish Airlines,LTFM,LTBS,2026-07-21T07:00:00+00:00,2026-07-21T07:35:00+00:00,,,35,6,landed,,G8B,,,unconfirmed_movement
2026-07-21,dep,THY2318,TK2318,Turkish Airlines,LTFM,LTBJ,2026-07-21T07:00:00+00:00,2026-07-21T07:25:00+00:00,,,25,2,landed,,G1F,,,unconfirmed_movement
2026-07-21,dep,THY2224,TK2224,Turkish Airlines,LTFM,LTAJ,2026-07-21T07:00:00+00:00,2026-07-21T07:10:00+00:00,,,10,,landed,,G9A,,,unconfirmed_movement
2026-07-21,dep,THY2134,TK2134,Turkish Airlines,LTFM,LTAC,2026-07-21T07:00:00+00:00,2026-07-21T07:33:00+00:00,,,33,13,landed,,G1H,,,unconfirmed_movement
2026-07-21,dep,THY493,TK493,Turkish Airlines,LTFM,DAOO,2026-07-21T06:55:00+00:00,2026-07-21T07:43:00+00:00,,,48,28,scheduled,,F6B,,,unconfirmed_movement
2026-07-21,dep,THY417,TK417,Turkish Airlines,LTFM,UUWW,2026-07-21T06:40:00+00:00,2026-07-21T06:54:00+00:00,,,14,14,landed,,A1G,,,unconfirmed_movement
2026-07-21,dep,AZO3070,A43070,Azimuth,LTFM,URKK,2026-07-21T06:35:00+00:00,2026-07-21T07:05:00+00:00,,,30,,active,,A6B,,,unconfirmed_movement
2026-07-21,dep,,,empty,LTFM,LTAC,2026-07-21T06:00:00+00:00,2026-07-21T05:58:00+00:00,,,-2,,active,,,,,unconfirmed_movement
2026-07-21,dep,AFL2139,SU2139,Aeroflot,LTFM,UUEE,2026-07-21T06:00:00+00:00,2026-07-21T06:02:00+00:00,,,2,,active,,A2A,,,unconfirmed_movement
2026-07-21,dep,THY6572,TK6572,Turkish Airlines,LTFM,UCFM,2026-07-21T05:55:00+00:00,2026-07-21T06:06:00+00:00,,,11,,active,,,,,unconfirmed_movement
2026-07-21,dep,TUA912,T5912,Turkmenistan Airlines,LTFM,UTAA,2026-07-21T05:30:00+00:00,2026-07-21T05:44:00+00:00,,,14,,landed,,D15,,,unconfirmed_movement
2026-07-21,dep,THY2682,TK2682,Turkish Airlines,LTFM,LTCJ,2026-07-21T05:25:00+00:00,2026-07-21T05:33:00+00:00,,,8,,active,,G3E,,,unconfirmed_movement
2026-07-21,dep,THY2606,TK2606,Turkish Airlines,LTFM,LTCC,2026-07-21T05:25:00+00:00,2026-07-21T05:49:00+00:00,,,24,,active,,G3B,,,unconfirmed_movement
2026-07-21,dep,THY2582,TK2582,Turkish Airlines,LTFM,LTAW,2026-07-21T05:25:00+00:00,2026-07-21T05:41:00+00:00,,,16,,active,,G3G,,,unconfirmed_movement
2026-07-21,dep,THY2458,TK2458,Turkish Airlines,LTFM,LTDB,2026-07-21T05:25:00+00:00,2026-07-21T05:36:00+00:00,,,11,,landed,,G1H,,,unconfirmed_movement
2026-07-21,dep,THY2012,TK2012,Turkish Airlines,LTFM,LTAU,2026-07-21T05:25:00+00:00,2026-07-21T05:50:00+00:00,,,25,3,landed,,G3J,,,unconfirmed_movement
2026-07-21,dep,THY2692,TK2692,Turkish Airlines,LTFM,LTCK,2026-07-21T05:20:00+00:00,2026-07-21T05:33:00+00:00,,,13,,active,,G3D,,,unconfirmed_movement
2026-07-21,dep,THY2674,TK2674,Turkish Airlines,LTFM,LTCR,2026-07-21T05:20:00+00:00,2026-07-21T05:32:00+00:00,,,12,,active,,G1F,,,unconfirmed_movement
2026-07-21,dep,THY2222,TK2222,Turkish Airlines,LTFM,LTAJ,2026-07-21T05:20:00+00:00,2026-07-21T05:39:00+00:00,,,19,,active,,G10A,,,unconfirmed_movement
2026-07-21,dep,THY2848,TK2848,Turkish Airlines,LTFM,LTCB,2026-07-21T05:15:00+00:00,2026-07-21T05:30:00+00:00,,,15,,active,,G6A,,,unconfirmed_movement
2026-07-21,dep,THY2746,TK2746,Turkish Airlines,LTFM,LTCI,2026-07-21T05:15:00+00:00,2026-07-21T05:28:00+00:00,,,13,,landed,,G7B,,,unconfirmed_movement
2026-07-21,dep,THY2252,TK2252,Turkish Airlines,LTFM,LTDA,2026-07-21T05:15:00+00:00,2026-07-21T05:40:00+00:00,,,25,,active,,G2A,,,unconfirmed_movement
2026-07-21,dep,THY2200,TK2200,Turkish Airlines,LTFM,LTCN,2026-07-21T05:15:00+00:00,2026-07-21T05:31:00+00:00,,,16,,active,,G1E,,,unconfirmed_movement
2026-07-21,dep,THY2002,TK2002,Turkish Airlines,LTFM,LTAZ,2026-07-21T05:15:00+00:00,2026-07-21T05:27:00+00:00,,,12,,landed,,G2B,,,unconfirmed_movement
2026-07-21,dep,THY2652,TK2652,Turkish Airlines,LTFM,LTCD,2026-07-21T05:10:00+00:00,2026-07-21T05:22:00+00:00,,,12,,active,,G4B,,,unconfirmed_movement
2026-07-21,dep,THY2666,TK2666,Turkish Airlines,LTFM,LTCV,2026-07-21T05:10:00+00:00,2026-07-21T05:26:00+00:00,,,16,,active,,G3H,,,unconfirmed_movement
2026-07-21,dep,THY2592,TK2592,Turkish Airlines,LTFM,LTFG,2026-07-21T05:10:00+00:00,2026-07-21T05:20:00+00:00,,,10,,landed,,G6B,,,unconfirmed_movement
2026-07-21,dep,THY2658,TK2658,Turkish Airlines,LTFM,LTAR,2026-07-21T05:10:00+00:00,2026-07-21T05:23:00+00:00,,,13,,landed,,G5A,,,unconfirmed_movement
2026-07-21,dep,THY2554,TK2554,Turkish Airlines,LTFM,LTBS,2026-07-21T05:10:00+00:00,2026-07-21T05:19:00+00:00,,,9,,landed,,G1B,,,unconfirmed_movement
